VALUE,COUNT,LU_CODEV7N,LU_CODEV7,TERTIARY_V7,SECONDARY_V7,PRIMARY_V7,CLASSES_18,C18_DESCRIPTION,TOPO_FEATURES,TOPO_FEAT_DESC,CLUM_DATA,CLUM_DATA_DESC,PROT_AREAS,PROT_AREAS_DESC,WH_AREAS,WH_AREAS_DESC,TENURE,TENURE_DESC,FOREST_TYPE,FOREST_TYPE_DESC,VEG_CONDITION,VEG_COND_DESC,COMMODITIES,COMMODITIES_DESC,IRRIGATION,IRRIGATION_DESC
2546,6,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,134,1.3.4 Rehabilitation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,10,Public land - other,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2547,55,336,3.3.6,3.3.6 Cotton,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,210,2.1.0 Grazing native vegetation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,14,Cotton,0,"Dryland agriculture, not ag. or no data"
2548,1,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,450,4.5.0 Irrigated seasonal horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2549,3,455,4.5.5,4.5.5 Irrigated turf farming,4.5 Irrigated seasonal horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,120,1.2.0 Managed resource protection,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,55,Other non-cereal crops - mainly irrigated turf farming,1,Irrigated agriculture
2550,397,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),2,Lake - non-perennial,610,6.1.0 Lake,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2551,21,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,454,4.5.4 Irrigated seasonal vegetables and herbs,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
2552,1,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,455,4.5.5 Irrigated turf farming,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
2553,5,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,650,6.5.0 Marsh/wetland,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2554,5,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,115,1.1.5 Habitat/species management area,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2555,27,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,436,4.3.6 Irrigated cotton,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
2556,1,331,3.3.1,3.3.1 Cereals,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,450,4.5.0 Irrigated seasonal horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,6,Summer cereals excluding rice,0,"Dryland agriculture, not ag. or no data"
2557,1,454,4.5.4,4.5.4 Irrigated seasonal vegetables and herbs,4.5 Irrigated seasonal horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,0,Offshore,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,0,Offshore,16,Vegetables,1,Irrigated agriculture
2559,13,331,3.3.1,3.3.1 Cereals,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,581,5.8.1 Mines,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,5,Winter cereals,0,"Dryland agriculture, not ag. or no data"
2560,2,343,3.4.3,3.4.3 Tree nuts,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,210,2.1.0 Grazing native vegetation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,22,Nuts,0,"Dryland agriculture, not ag. or no data"
2561,5,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,650,6.5.0 Marsh/wetland,20,II. National park,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2562,1,431,4.3.1,4.3.1 Irrigated cereals,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,210,2.1.0 Grazing native vegetation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,5,Winter cereals,1,Irrigated agriculture
2563,4,584,5.8.4,5.8.4 Extractive industry not in use,5.8 Mining,5 Intensive uses,16,"Mining and waste (5.8, 5.9)",0,Not a topographic feature,584,5.8.4 Extractive industry not in use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2564,7,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,610,6.1.0 Lake,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2565,95,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,363,3.6.3 Land under rehabilitation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
2566,2,446,4.4.6,4.4.6 Irrigated perennial flowers and bulbs,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,133,1.3.3 Residual native cover,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,46,"Other non-cereal crops - mainly nurseries, flowers or lavender",1,Irrigated agriculture
2567,1,343,3.4.3,3.4.3 Tree nuts,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,133,1.3.3 Residual native cover,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,22,Nuts,0,"Dryland agriculture, not ag. or no data"
2568,1,346,3.4.6,3.4.6 Perennial flowers and bulbs,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,455,4.5.5 Irrigated turf farming,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,46,"Other non-cereal crops - mainly nurseries, flowers or lavender",0,"Dryland agriculture, not ag. or no data"
2569,1,446,4.4.6,4.4.6 Irrigated perennial flowers and bulbs,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,210,2.1.0 Grazing native vegetation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,46,"Other non-cereal crops - mainly nurseries, flowers or lavender",1,Irrigated agriculture
2570,7,341,3.4.1,3.4.1 Tree fruits,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,330,3.3.0 Cropping,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,20,Stone fruit excluding tropical,0,"Dryland agriculture, not ag. or no data"
2571,3,333,3.3.3,3.3.3 Hay and silage,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,335,3.3.5 Sugar,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,0,"Dryland agriculture, not ag. or no data"
2572,5,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2573,23,525,5.2.5,5.2.5 Piggeries,5.2 Intensive animal husbandry,5 Intensive uses,13,"Intensive animal and plant production (5.1, 5.2)",0,Not a topographic feature,525,5.2.5 Piggeries,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2574,139,550,5.5.0,5.5.0 Services,5.5 Services,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",10,Built-up area,550,5.5.0 Services,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2576,1,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,336,3.3.6 Cotton,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
2577,10,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,650,6.5.0 Marsh/wetland,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2578,4,455,4.5.5,4.5.5 Irrigated turf farming,4.5 Irrigated seasonal horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,55,Other non-cereal crops - mainly irrigated turf farming,1,Irrigated agriculture
2579,2,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,650,6.5.0 Marsh/wetland,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,10,Public land - other,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
2580,7,438,4.3.8,4.3.8 Irrigated pulses,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,9,Summer legumes,1,Irrigated agriculture
2581,5,115,1.1.5,1.1.5 Habitat/species management area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,117,1.1.7 Other conserved area,40,IV. Habitat/species management area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
